yearID,teamID,teamIDBR,teamIDretro,name
2017,OAK,OAK,OAK,Oakland Athletics
2017,PHI,PHI,PHI,Philadelphia Phillies
2017,PIT,PIT,PIT,Pittsburgh Pirates
2017,SDN,SDP,SDN,San Diego Padres
2017,SEA,SEA,SEA,Seattle Mariners
2017,SFN,SFG,SFN,San Francisco Giants
2017,SLN,STL,SLN,St. Louis Cardinals
2017,TBA,TBR,TBA,Tampa Bay Rays
2017,TEX,TEX,TEX,Texas Rangers
2017,TOR,TOR,TOR,Toronto Blue Jays
2017,WAS,WSN,WAS,Washington Nationals
2018,ARI,ARI,ARI,Arizona Diamondbacks
2018,ATL,ATL,ATL,Atlanta Braves
2018,BAL,BAL,BAL,Baltimore Orioles
2018,BOS,BOS,BOS,Boston Red Sox
2018,CHA,CHW,CHA,Chicago White Sox
2018,CHN,CHC,CHN,Chicago Cubs
2018,CIN,CIN,CIN,Cincinnati Reds
2018,CLE,CLE,CLE,Cleveland Indians
2018,COL,COL,COL,Colorado Rockies
2018,DET,DET,DET,Detroit Tigers
2018,HOU,HOU,HOU,Houston Astros
2018,KCA,KCR,KCA,Kansas City Royals
2018,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2018,LAN,LAD,LAN,Los Angeles Dodgers
2018,MIA,MIA,MIA,Miami Marlins
2018,MIL,MIL,MIL,Milwaukee Brewers
2018,MIN,MIN,MIN,Minnesota Twins
2018,NYA,NYY,NYA,New York Yankees
2018,NYN,NYM,NYN,New York Mets
2018,OAK,OAK,OAK,Oakland Athletics
2018,PHI,PHI,PHI,Philadelphia Phillies
2018,PIT,PIT,PIT,Pittsburgh Pirates
2018,SDN,SDP,SDN,San Diego Padres
2018,SEA,SEA,SEA,Seattle Mariners
2018,SFN,SFG,SFN,San Francisco Giants
2018,SLN,STL,SLN,St. Louis Cardinals
2018,TBA,TBR,TBA,Tampa Bay Rays
2018,TEX,TEX,TEX,Texas Rangers
2018,TOR,TOR,TOR,Toronto Blue Jays
2018,WAS,WSN,WAS,Washington Nationals
2019,ARI,ARI,ARI,Arizona Diamondbacks
2019,ATL,ATL,ATL,Atlanta Braves
2019,BAL,BAL,BAL,Baltimore Orioles
2019,BOS,BOS,BOS,Boston Red Sox
2019,CHA,CHW,CHA,Chicago White Sox
2019,CHN,CHC,CHN,Chicago Cubs
2019,CIN,CIN,CIN,Cincinnati Reds
2019,CLE,CLE,CLE,Cleveland Indians
2019,COL,COL,COL,Colorado Rockies
2019,DET,DET,DET,Detroit Tigers
2019,HOU,HOU,HOU,Houston Astros
2019,KCA,KCR,KCA,Kansas City Royals
2019,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2019,LAN,LAD,LAN,Los Angeles Dodgers
2019,MIA,MIA,MIA,Miami Marlins
2019,MIL,MIL,MIL,Milwaukee Brewers
2019,MIN,MIN,MIN,Minnesota Twins
2019,NYA,NYY,NYA,New York Yankees
2019,NYN,NYM,NYN,New York Mets
2019,OAK,OAK,OAK,Oakland Athletics
2019,PHI,PHI,PHI,Philadelphia Phillies
2019,PIT,PIT,PIT,Pittsburgh Pirates
2019,SDN,SDP,SDN,San Diego Padres
2019,SEA,SEA,SEA,Seattle Mariners
2019,SFN,SFG,SFN,San Francisco Giants
2019,SLN,STL,SLN,St. Louis Cardinals
2019,TBA,TBR,TBA,Tampa Bay Rays
2019,TEX,TEX,TEX,Texas Rangers
2019,TOR,TOR,TOR,Toronto Blue Jays
2019,WAS,WSN,WAS,Washington Nationals
2020,ARI,ARI,ARI,Arizona Diamondbacks
2020,ATL,ATL,ATL,Atlanta Braves
2020,BAL,BAL,BAL,Baltimore Orioles
2020,BOS,BOS,BOS,Boston Red Sox
2020,CHA,CHW,CHA,Chicago White Sox
2020,CHN,CHC,CHN,Chicago Cubs
2020,CIN,CIN,CIN,Cincinnati Reds
2020,CLE,CLE,CLE,Cleveland Indians
2020,COL,COL,COL,Colorado Rockies
2020,DET,DET,DET,Detroit Tigers
2020,HOU,HOU,HOU,Houston Astros
2020,KCA,KCR,KCA,Kansas City Royals
2020,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2020,LAN,LAD,LAN,Los Angeles Dodgers
2020,MIA,MIA,MIA,Miami Marlins
2020,MIL,MIL,MIL,Milwaukee Brewers
2020,MIN,MIN,MIN,Minnesota Twins
2020,NYA,NYY,NYA,New York Yankees
2020,NYN,NYM,NYN,New York Mets
2020,OAK,OAK,OAK,Oakland Athletics
2020,PHI,PHI,PHI,Philadelphia Phillies
2020,PIT,PIT,PIT,Pittsburgh Pirates
2020,SDN,SDP,SDN,San Diego Padres
2020,SEA,SEA,SEA,Seattle Mariners
2020,SFN,SFG,SFN,San Francisco Giants
2020,SLN,STL,SLN,St. Louis Cardinals
2020,TBA,TBR,TBA,Tampa Bay Rays
2020,TEX,TEX,TEX,Texas Rangers
2020,TOR,TOR,TOR,Toronto Blue Jays
2020,WAS,WSN,WAS,Washington Nationals
2021,ARI,ARI,ARI,Arizona Diamondbacks
2021,ATL,ATL,ATL,Atlanta Braves
2021,BAL,BAL,BAL,Baltimore Orioles
2021,BOS,BOS,BOS,Boston Red Sox
2021,CHA,CHW,CHA,Chicago White Sox
2021,CHN,CHC,CHN,Chicago Cubs
2021,CIN,CIN,CIN,Cincinnati Reds
2021,CLE,CLE,CLE,Cleveland Indians
2021,COL,COL,COL,Colorado Rockies
2021,DET,DET,DET,Detroit Tigers
2021,HOU,HOU,HOU,Houston Astros
2021,KCA,KCR,KCA,Kansas City Royals
2021,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2021,LAN,LAD,LAN,Los Angeles Dodgers
2021,MIA,MIA,MIA,Miami Marlins
2021,MIL,MIL,MIL,Milwaukee Brewers
2021,MIN,MIN,MIN,Minnesota Twins
2021,NYA,NYY,NYA,New York Yankees
2021,NYN,NYM,NYN,New York Mets
2021,OAK,OAK,OAK,Oakland Athletics
2021,PHI,PHI,PHI,Philadelphia Phillies
2021,PIT,PIT,PIT,Pittsburgh Pirates
2021,SDN,SDP,SDN,San Diego Padres
2021,SEA,SEA,SEA,Seattle Mariners
2021,SFN,SFG,SFN,San Francisco Giants
2021,SLN,STL,SLN,St. Louis Cardinals
2021,TBA,TBR,TBA,Tampa Bay Rays
2021,TEX,TEX,TEX,Texas Rangers
2021,TOR,TOR,TOR,Toronto Blue Jays
2021,WAS,WSN,WAS,Washington Nationals
2022,ARI,ARI,ARI,Arizona Diamondbacks
2022,ATL,ATL,ATL,Atlanta Braves
2022,BAL,BAL,BAL,Baltimore Orioles
2022,BOS,BOS,BOS,Boston Red Sox
2022,CHA,CHW,CHA,Chicago White Sox
2022,CHN,CHC,CHN,Chicago Cubs
2022,CIN,CIN,CIN,Cincinnati Reds
2022,CLE,CLE,CLE,Cleveland Guardians
2022,COL,COL,COL,Colorado Rockies
2022,DET,DET,DET,Detroit Tigers
2022,HOU,HOU,HOU,Houston Astros
2022,KCA,KCR,KCA,Kansas City Royals
2022,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2022,LAN,LAD,LAN,Los Angeles Dodgers
2022,MIA,MIA,MIA,Miami Marlins
2022,MIL,MIL,MIL,Milwaukee Brewers
2022,MIN,MIN,MIN,Minnesota Twins
2022,NYA,NYY,NYA,New York Yankees
2022,NYN,NYM,NYN,New York Mets
2022,OAK,OAK,OAK,Oakland Athletics
2022,PHI,PHI,PHI,Philadelphia Phillies
2022,PIT,PIT,PIT,Pittsburgh Pirates
2022,SDN,SDP,SDN,San Diego Padres
2022,SEA,SEA,SEA,Seattle Mariners
2022,SFN,SFG,SFN,San Francisco Giants
2022,SLN,STL,SLN,St. Louis Cardinals
2022,TBA,TBR,TBA,Tampa Bay Rays
2022,TEX,TEX,TEX,Texas Rangers
2022,TOR,TOR,TOR,Toronto Blue Jays
2022,WAS,WSN,WAS,Washington Nationals
2023,ARI,ARI,ARI,Arizona Diamondbacks
2023,ATL,ATL,ATL,Atlanta Braves
2023,BAL,BAL,BAL,Baltimore Orioles
2023,BOS,BOS,BOS,Boston Red Sox
2023,CHA,CHW,CHA,Chicago White Sox
2023,CHN,CHC,CHN,Chicago Cubs
2023,CIN,CIN,CIN,Cincinnati Reds
2023,CLE,CLE,CLE,Cleveland Guardians
2023,COL,COL,COL,Colorado Rockies
2023,DET,DET,DET,Detroit Tigers
2023,HOU,HOU,HOU,Houston Astros
2023,KCA,KCR,KCA,Kansas City Royals
2023,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2023,LAN,LAD,LAN,Los Angeles Dodgers
2023,MIA,MIA,MIA,Miami Marlins
2023,MIL,MIL,MIL,Milwaukee Brewers
2023,MIN,MIN,MIN,Minnesota Twins
2023,NYA,NYY,NYA,New York Yankees
2023,NYN,NYM,NYN,New York Mets
2023,OAK,OAK,OAK,Oakland Athletics
2023,PHI,PHI,PHI,Philadelphia Phillies
2023,PIT,PIT,PIT,Pittsburgh Pirates
2023,SDN,SDP,SDN,San Diego Padres
2023,SEA,SEA,SEA,Seattle Mariners
2023,SFN,SFG,SFN,San Francisco Giants
2023,SLN,STL,SLN,St. Louis Cardinals
2023,TBA,TBR,TBA,Tampa Bay Rays
2023,TEX,TEX,TEX,Texas Rangers
2023,TOR,TOR,TOR,Toronto Blue Jays
2023,WAS,WSN,WAS,Washington Nationals
2024,ARI,ARI,ARI,Arizona Diamondbacks
2024,ATL,ATL,ATL,Atlanta Braves
2024,BAL,BAL,BAL,Baltimore Orioles
2024,BOS,BOS,BOS,Boston Red Sox
2024,CHA,CHW,CHA,Chicago White Sox
2024,CHN,CHC,CHN,Chicago Cubs
2024,CIN,CIN,CIN,Cincinnati Reds
2024,CLE,CLE,CLE,Cleveland Guardians
2024,COL,COL,COL,Colorado Rockies
2024,DET,DET,DET,Detroit Tigers
2024,HOU,HOU,HOU,Houston Astros
2024,KCA,KCR,KCA,Kansas City Royals
2024,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2024,LAN,LAD,LAN,Los Angeles Dodgers
2024,MIA,MIA,MIA,Miami Marlins
2024,MIL,MIL,MIL,Milwaukee Brewers
2024,MIN,MIN,MIN,Minnesota Twins
2024,NYA,NYY,NYA,New York Yankees
2024,NYN,NYM,NYN,New York Mets
2024,OAK,OAK,OAK,Oakland Athletics
2024,PHI,PHI,PHI,Philadelphia Phillies
2024,PIT,PIT,PIT,Pittsburgh Pirates
2024,SDN,SDP,SDN,San Diego Padres
2024,SEA,SEA,SEA,Seattle Mariners
2024,SFN,SFG,SFN,San Francisco Giants
2024,SLN,STL,SLN,St. Louis Cardinals
2024,TBA,TBR,TBA,Tampa Bay Rays
2024,TEX,TEX,TEX,Texas Rangers
2024,TOR,TOR,TOR,Toronto Blue Jays
2024,WAS,WSN,WAS,Washington Nationals
2025,ARI,ARI,ARI,Arizona Diamondbacks
2025,ATH,ATH,ATH,Athletics
2025,ATL,ATL,ATL,Atlanta Braves
2025,BAL,BAL,BAL,Baltimore Orioles
2025,BOS,BOS,BOS,Boston Red Sox
2025,CHA,CHW,CHA,Chicago White Sox
2025,CHN,CHC,CHN,Chicago Cubs
2025,CIN,CIN,CIN,Cincinnati Reds
2025,CLE,CLE,CLE,Cleveland Guardians
2025,COL,COL,COL,Colorado Rockies
2025,DET,DET,DET,Detroit Tigers
2025,HOU,HOU,HOU,Houston Astros
2025,KCA,KCR,KCA,Kansas City Royals
2025,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2025,LAN,LAD,LAN,Los Angeles Dodgers
2025,MIA,MIA,MIA,Miami Marlins
2025,MIL,MIL,MIL,Milwaukee Brewers
2025,MIN,MIN,MIN,Minnesota Twins
2025,NYA,NYY,NYA,New York Yankees
2025,NYN,NYM,NYN,New York Mets
2025,PHI,PHI,PHI,Philadelphia Phillies
2025,PIT,PIT,PIT,Pittsburgh Pirates
2025,SDN,SDP,SDN,San Diego Padres
2025,SEA,SEA,SEA,Seattle Mariners
2025,SFN,SFG,SFN,San Francisco Giants
2025,SLN,STL,SLN,St. Louis Cardinals
2025,TBA,TBR,TBA,Tampa Bay Rays
2025,TEX,TEX,TEX,Texas Rangers
2025,TOR,TOR,TOR,Toronto Blue Jays
2025,WAS,WSN,WAS,Washington Nationals
