yearID,teamID,teamIDBR,teamIDretro,name
1998,LAN,LAD,LAN,Los Angeles Dodgers
1998,MIL,MIL,MIL,Milwaukee Brewers
1998,MIN,MIN,MIN,Minnesota Twins
1998,MON,MON,MON,Montreal Expos
1998,NYA,NYY,NYA,New York Yankees
1998,NYN,NYM,NYN,New York Mets
1998,OAK,OAK,OAK,Oakland Athletics
1998,PHI,PHI,PHI,Philadelphia Phillies
1998,PIT,PIT,PIT,Pittsburgh Pirates
1998,SDN,SDP,SDN,San Diego Padres
1998,SEA,SEA,SEA,Seattle Mariners
1998,SFN,SFG,SFN,San Francisco Giants
1998,SLN,STL,SLN,St. Louis Cardinals
1998,TBA,TBD,TBA,Tampa Bay Devil Rays
1998,TEX,TEX,TEX,Texas Rangers
1998,TOR,TOR,TOR,Toronto Blue Jays
1999,ANA,ANA,ANA,Anaheim Angels
1999,ARI,ARI,ARI,Arizona Diamondbacks
1999,ATL,ATL,ATL,Atlanta Braves
1999,BAL,BAL,BAL,Baltimore Orioles
1999,BOS,BOS,BOS,Boston Red Sox
1999,CHA,CHW,CHA,Chicago White Sox
1999,CHN,CHC,CHN,Chicago Cubs
1999,CIN,CIN,CIN,Cincinnati Reds
1999,CLE,CLE,CLE,Cleveland Indians
1999,COL,COL,COL,Colorado Rockies
1999,DET,DET,DET,Detroit Tigers
1999,FLO,FLA,FLO,Florida Marlins
1999,HOU,HOU,HOU,Houston Astros
1999,KCA,KCR,KCA,Kansas City Royals
1999,LAN,LAD,LAN,Los Angeles Dodgers
1999,MIL,MIL,MIL,Milwaukee Brewers
1999,MIN,MIN,MIN,Minnesota Twins
1999,MON,MON,MON,Montreal Expos
1999,NYA,NYY,NYA,New York Yankees
1999,NYN,NYM,NYN,New York Mets
1999,OAK,OAK,OAK,Oakland Athletics
1999,PHI,PHI,PHI,Philadelphia Phillies
1999,PIT,PIT,PIT,Pittsburgh Pirates
1999,SDN,SDP,SDN,San Diego Padres
1999,SEA,SEA,SEA,Seattle Mariners
1999,SFN,SFG,SFN,San Francisco Giants
1999,SLN,STL,SLN,St. Louis Cardinals
1999,TBA,TBD,TBA,Tampa Bay Devil Rays
1999,TEX,TEX,TEX,Texas Rangers
1999,TOR,TOR,TOR,Toronto Blue Jays
2000,ANA,ANA,ANA,Anaheim Angels
2000,ARI,ARI,ARI,Arizona Diamondbacks
2000,ATL,ATL,ATL,Atlanta Braves
2000,BAL,BAL,BAL,Baltimore Orioles
2000,BOS,BOS,BOS,Boston Red Sox
2000,CHA,CHW,CHA,Chicago White Sox
2000,CHN,CHC,CHN,Chicago Cubs
2000,CIN,CIN,CIN,Cincinnati Reds
2000,CLE,CLE,CLE,Cleveland Indians
2000,COL,COL,COL,Colorado Rockies
2000,DET,DET,DET,Detroit Tigers
2000,FLO,FLA,FLO,Florida Marlins
2000,HOU,HOU,HOU,Houston Astros
2000,KCA,KCR,KCA,Kansas City Royals
2000,LAN,LAD,LAN,Los Angeles Dodgers
2000,MIL,MIL,MIL,Milwaukee Brewers
2000,MIN,MIN,MIN,Minnesota Twins
2000,MON,MON,MON,Montreal Expos
2000,NYA,NYY,NYA,New York Yankees
2000,NYN,NYM,NYN,New York Mets
2000,OAK,OAK,OAK,Oakland Athletics
2000,PHI,PHI,PHI,Philadelphia Phillies
2000,PIT,PIT,PIT,Pittsburgh Pirates
2000,SDN,SDP,SDN,San Diego Padres
2000,SEA,SEA,SEA,Seattle Mariners
2000,SFN,SFG,SFN,San Francisco Giants
2000,SLN,STL,SLN,St. Louis Cardinals
2000,TBA,TBD,TBA,Tampa Bay Devil Rays
2000,TEX,TEX,TEX,Texas Rangers
2000,TOR,TOR,TOR,Toronto Blue Jays
2001,ANA,ANA,ANA,Anaheim Angels
2001,ARI,ARI,ARI,Arizona Diamondbacks
2001,ATL,ATL,ATL,Atlanta Braves
2001,BAL,BAL,BAL,Baltimore Orioles
2001,BOS,BOS,BOS,Boston Red Sox
2001,CHA,CHW,CHA,Chicago White Sox
2001,CHN,CHC,CHN,Chicago Cubs
2001,CIN,CIN,CIN,Cincinnati Reds
2001,CLE,CLE,CLE,Cleveland Indians
2001,COL,COL,COL,Colorado Rockies
2001,DET,DET,DET,Detroit Tigers
2001,FLO,FLA,FLO,Florida Marlins
2001,HOU,HOU,HOU,Houston Astros
2001,KCA,KCR,KCA,Kansas City Royals
2001,LAN,LAD,LAN,Los Angeles Dodgers
2001,MIL,MIL,MIL,Milwaukee Brewers
2001,MIN,MIN,MIN,Minnesota Twins
2001,MON,MON,MON,Montreal Expos
2001,NYA,NYY,NYA,New York Yankees
2001,NYN,NYM,NYN,New York Mets
2001,OAK,OAK,OAK,Oakland Athletics
2001,PHI,PHI,PHI,Philadelphia Phillies
2001,PIT,PIT,PIT,Pittsburgh Pirates
2001,SDN,SDP,SDN,San Diego Padres
2001,SEA,SEA,SEA,Seattle Mariners
2001,SFN,SFG,SFN,San Francisco Giants
2001,SLN,STL,SLN,St. Louis Cardinals
2001,TBA,TBD,TBA,Tampa Bay Devil Rays
2001,TEX,TEX,TEX,Texas Rangers
2001,TOR,TOR,TOR,Toronto Blue Jays
2002,ANA,ANA,ANA,Anaheim Angels
2002,ARI,ARI,ARI,Arizona Diamondbacks
2002,ATL,ATL,ATL,Atlanta Braves
2002,BAL,BAL,BAL,Baltimore Orioles
2002,BOS,BOS,BOS,Boston Red Sox
2002,CHA,CHW,CHA,Chicago White Sox
2002,CHN,CHC,CHN,Chicago Cubs
2002,CIN,CIN,CIN,Cincinnati Reds
2002,CLE,CLE,CLE,Cleveland Indians
2002,COL,COL,COL,Colorado Rockies
2002,DET,DET,DET,Detroit Tigers
2002,FLO,FLA,FLO,Florida Marlins
2002,HOU,HOU,HOU,Houston Astros
2002,KCA,KCR,KCA,Kansas City Royals
2002,LAN,LAD,LAN,Los Angeles Dodgers
2002,MIL,MIL,MIL,Milwaukee Brewers
2002,MIN,MIN,MIN,Minnesota Twins
2002,MON,MON,MON,Montreal Expos
2002,NYA,NYY,NYA,New York Yankees
2002,NYN,NYM,NYN,New York Mets
2002,OAK,OAK,OAK,Oakland Athletics
2002,PHI,PHI,PHI,Philadelphia Phillies
2002,PIT,PIT,PIT,Pittsburgh Pirates
2002,SDN,SDP,SDN,San Diego Padres
2002,SEA,SEA,SEA,Seattle Mariners
2002,SFN,SFG,SFN,San Francisco Giants
2002,SLN,STL,SLN,St. Louis Cardinals
2002,TBA,TBD,TBA,Tampa Bay Devil Rays
2002,TEX,TEX,TEX,Texas Rangers
2002,TOR,TOR,TOR,Toronto Blue Jays
2003,ANA,ANA,ANA,Anaheim Angels
2003,ARI,ARI,ARI,Arizona Diamondbacks
2003,ATL,ATL,ATL,Atlanta Braves
2003,BAL,BAL,BAL,Baltimore Orioles
2003,BOS,BOS,BOS,Boston Red Sox
2003,CHA,CHW,CHA,Chicago White Sox
2003,CHN,CHC,CHN,Chicago Cubs
2003,CIN,CIN,CIN,Cincinnati Reds
2003,CLE,CLE,CLE,Cleveland Indians
2003,COL,COL,COL,Colorado Rockies
2003,DET,DET,DET,Detroit Tigers
2003,FLO,FLA,FLO,Florida Marlins
2003,HOU,HOU,HOU,Houston Astros
2003,KCA,KCR,KCA,Kansas City Royals
2003,LAN,LAD,LAN,Los Angeles Dodgers
2003,MIL,MIL,MIL,Milwaukee Brewers
2003,MIN,MIN,MIN,Minnesota Twins
2003,MON,MON,MON,Montreal Expos
2003,NYA,NYY,NYA,New York Yankees
2003,NYN,NYM,NYN,New York Mets
2003,OAK,OAK,OAK,Oakland Athletics
2003,PHI,PHI,PHI,Philadelphia Phillies
2003,PIT,PIT,PIT,Pittsburgh Pirates
2003,SDN,SDP,SDN,San Diego Padres
2003,SEA,SEA,SEA,Seattle Mariners
2003,SFN,SFG,SFN,San Francisco Giants
2003,SLN,STL,SLN,St. Louis Cardinals
2003,TBA,TBD,TBA,Tampa Bay Devil Rays
2003,TEX,TEX,TEX,Texas Rangers
2003,TOR,TOR,TOR,Toronto Blue Jays
2004,ANA,ANA,ANA,Anaheim Angels
2004,ARI,ARI,ARI,Arizona Diamondbacks
2004,ATL,ATL,ATL,Atlanta Braves
2004,BAL,BAL,BAL,Baltimore Orioles
2004,BOS,BOS,BOS,Boston Red Sox
2004,CHA,CHW,CHA,Chicago White Sox
2004,CHN,CHC,CHN,Chicago Cubs
2004,CIN,CIN,CIN,Cincinnati Reds
2004,CLE,CLE,CLE,Cleveland Indians
2004,COL,COL,COL,Colorado Rockies
2004,DET,DET,DET,Detroit Tigers
2004,FLO,FLA,FLO,Florida Marlins
2004,HOU,HOU,HOU,Houston Astros
2004,KCA,KCR,KCA,Kansas City Royals
2004,LAN,LAD,LAN,Los Angeles Dodgers
2004,MIL,MIL,MIL,Milwaukee Brewers
2004,MIN,MIN,MIN,Minnesota Twins
2004,MON,MON,MON,Montreal Expos
2004,NYA,NYY,NYA,New York Yankees
2004,NYN,NYM,NYN,New York Mets
2004,OAK,OAK,OAK,Oakland Athletics
2004,PHI,PHI,PHI,Philadelphia Phillies
2004,PIT,PIT,PIT,Pittsburgh Pirates
2004,SDN,SDP,SDN,San Diego Padres
2004,SEA,SEA,SEA,Seattle Mariners
2004,SFN,SFG,SFN,San Francisco Giants
2004,SLN,STL,SLN,St. Louis Cardinals
2004,TBA,TBD,TBA,Tampa Bay Devil Rays
2004,TEX,TEX,TEX,Texas Rangers
2004,TOR,TOR,TOR,Toronto Blue Jays
2005,ARI,ARI,ARI,Arizona Diamondbacks
2005,ATL,ATL,ATL,Atlanta Braves
2005,BAL,BAL,BAL,Baltimore Orioles
2005,BOS,BOS,BOS,Boston Red Sox
2005,CHA,CHW,CHA,Chicago White Sox
2005,CHN,CHC,CHN,Chicago Cubs
2005,CIN,CIN,CIN,Cincinnati Reds
2005,CLE,CLE,CLE,Cleveland Indians
2005,COL,COL,COL,Colorado Rockies
2005,DET,DET,DET,Detroit Tigers
2005,FLO,FLA,FLO,Florida Marlins
2005,HOU,HOU,HOU,Houston Astros
2005,KCA,KCR,KCA,Kansas City Royals
2005,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2005,LAN,LAD,LAN,Los Angeles Dodgers
2005,MIL,MIL,MIL,Milwaukee Brewers
2005,MIN,MIN,MIN,Minnesota Twins
2005,NYA,NYY,NYA,New York Yankees
2005,NYN,NYM,NYN,New York Mets
2005,OAK,OAK,OAK,Oakland Athletics
2005,PHI,PHI,PHI,Philadelphia Phillies
2005,PIT,PIT,PIT,Pittsburgh Pirates
2005,SDN,SDP,SDN,San Diego Padres
2005,SEA,SEA,SEA,Seattle Mariners
2005,SFN,SFG,SFN,San Francisco Giants
2005,SLN,STL,SLN,St. Louis Cardinals
2005,TBA,TBD,TBA,Tampa Bay Devil Rays
2005,TEX,TEX,TEX,Texas Rangers
2005,TOR,TOR,TOR,Toronto Blue Jays
2005,WAS,WSN,WAS,Washington Nationals
2006,ARI,ARI,ARI,Arizona Diamondbacks
2006,ATL,ATL,ATL,Atlanta Braves
2006,BAL,BAL,BAL,Baltimore Orioles
2006,BOS,BOS,BOS,Boston Red Sox
2006,CHA,CHW,CHA,Chicago White Sox
2006,CHN,CHC,CHN,Chicago Cubs
2006,CIN,CIN,CIN,Cincinnati Reds
2006,CLE,CLE,CLE,Cleveland Indians
2006,COL,COL,COL,Colorado Rockies
2006,DET,DET,DET,Detroit Tigers
2006,FLO,FLA,FLO,Florida Marlins
2006,HOU,HOU,HOU,Houston Astros
2006,KCA,KCR,KCA,Kansas City Royals
2006,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2006,LAN,LAD,LAN,Los Angeles Dodgers
2006,MIL,MIL,MIL,Milwaukee Brewers
2006,MIN,MIN,MIN,Minnesota Twins
2006,NYA,NYY,NYA,New York Yankees
2006,NYN,NYM,NYN,New York Mets
2006,OAK,OAK,OAK,Oakland Athletics
2006,PHI,PHI,PHI,Philadelphia Phillies
2006,PIT,PIT,PIT,Pittsburgh Pirates
2006,SDN,SDP,SDN,San Diego Padres
2006,SEA,SEA,SEA,Seattle Mariners
2006,SFN,SFG,SFN,San Francisco Giants
2006,SLN,STL,SLN,St. Louis Cardinals
2006,TBA,TBD,TBA,Tampa Bay Devil Rays
2006,TEX,TEX,TEX,Texas Rangers
2006,TOR,TOR,TOR,Toronto Blue Jays
2006,WAS,WSN,WAS,Washington Nationals
2007,ARI,ARI,ARI,Arizona Diamondbacks
2007,ATL,ATL,ATL,Atlanta Braves
2007,BAL,BAL,BAL,Baltimore Orioles
2007,BOS,BOS,BOS,Boston Red Sox
2007,CHA,CHW,CHA,Chicago White Sox
2007,CHN,CHC,CHN,Chicago Cubs
2007,CIN,CIN,CIN,Cincinnati Reds
2007,CLE,CLE,CLE,Cleveland Indians
2007,COL,COL,COL,Colorado Rockies
2007,DET,DET,DET,Detroit Tigers
2007,FLO,FLA,FLO,Florida Marlins
2007,HOU,HOU,HOU,Houston Astros
2007,KCA,KCR,KCA,Kansas City Royals
2007,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2007,LAN,LAD,LAN,Los Angeles Dodgers
2007,MIL,MIL,MIL,Milwaukee Brewers
2007,MIN,MIN,MIN,Minnesota Twins
2007,NYA,NYY,NYA,New York Yankees
2007,NYN,NYM,NYN,New York Mets
2007,OAK,OAK,OAK,Oakland Athletics
2007,PHI,PHI,PHI,Philadelphia Phillies
2007,PIT,PIT,PIT,Pittsburgh Pirates
2007,SDN,SDP,SDN,San Diego Padres
2007,SEA,SEA,SEA,Seattle Mariners
2007,SFN,SFG,SFN,San Francisco Giants
2007,SLN,STL,SLN,St. Louis Cardinals
2007,TBA,TBD,TBA,Tampa Bay Devil Rays
2007,TEX,TEX,TEX,Texas Rangers
2007,TOR,TOR,TOR,Toronto Blue Jays
2007,WAS,WSN,WAS,Washington Nationals
2008,ARI,ARI,ARI,Arizona Diamondbacks
2008,ATL,ATL,ATL,Atlanta Braves
2008,BAL,BAL,BAL,Baltimore Orioles
2008,BOS,BOS,BOS,Boston Red Sox
2008,CHA,CHW,CHA,Chicago White Sox
2008,CHN,CHC,CHN,Chicago Cubs
2008,CIN,CIN,CIN,Cincinnati Reds
2008,CLE,CLE,CLE,Cleveland Indians
2008,COL,COL,COL,Colorado Rockies
2008,DET,DET,DET,Detroit Tigers
2008,FLO,FLA,FLO,Florida Marlins
2008,HOU,HOU,HOU,Houston Astros
2008,KCA,KCR,KCA,Kansas City Royals
2008,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2008,LAN,LAD,LAN,Los Angeles Dodgers
2008,MIL,MIL,MIL,Milwaukee Brewers
2008,MIN,MIN,MIN,Minnesota Twins
2008,NYA,NYY,NYA,New York Yankees
2008,NYN,NYM,NYN,New York Mets
2008,OAK,OAK,OAK,Oakland Athletics
2008,PHI,PHI,PHI,Philadelphia Phillies
2008,PIT,PIT,PIT,Pittsburgh Pirates
2008,SDN,SDP,SDN,San Diego Padres
2008,SEA,SEA,SEA,Seattle Mariners
2008,SFN,SFG,SFN,San Francisco Giants
2008,SLN,STL,SLN,St. Louis Cardinals
2008,TBA,TBR,TBA,Tampa Bay Rays
2008,TEX,TEX,TEX,Texas Rangers
2008,TOR,TOR,TOR,Toronto Blue Jays
2008,WAS,WSN,WAS,Washington Nationals
2009,ARI,ARI,ARI,Arizona Diamondbacks
2009,ATL,ATL,ATL,Atlanta Braves
2009,BAL,BAL,BAL,Baltimore Orioles
2009,BOS,BOS,BOS,Boston Red Sox
2009,CHA,CHW,CHA,Chicago White Sox
2009,CHN,CHC,CHN,Chicago Cubs
2009,CIN,CIN,CIN,Cincinnati Reds
2009,CLE,CLE,CLE,Cleveland Indians
2009,COL,COL,COL,Colorado Rockies
2009,DET,DET,DET,Detroit Tigers
2009,FLO,FLA,FLO,Florida Marlins
2009,HOU,HOU,HOU,Houston Astros
2009,KCA,KCR,KCA,Kansas City Royals
2009,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2009,LAN,LAD,LAN,Los Angeles Dodgers
2009,MIL,MIL,MIL,Milwaukee Brewers
2009,MIN,MIN,MIN,Minnesota Twins
2009,NYA,NYY,NYA,New York Yankees
2009,NYN,NYM,NYN,New York Mets
2009,OAK,OAK,OAK,Oakland Athletics
2009,PHI,PHI,PHI,Philadelphia Phillies
2009,PIT,PIT,PIT,Pittsburgh Pirates
2009,SDN,SDP,SDN,San Diego Padres
2009,SEA,SEA,SEA,Seattle Mariners
2009,SFN,SFG,SFN,San Francisco Giants
2009,SLN,STL,SLN,St. Louis Cardinals
2009,TBA,TBR,TBA,Tampa Bay Rays
2009,TEX,TEX,TEX,Texas Rangers
2009,TOR,TOR,TOR,Toronto Blue Jays
2009,WAS,WSN,WAS,Washington Nationals
2010,ARI,ARI,ARI,Arizona Diamondbacks
2010,ATL,ATL,ATL,Atlanta Braves
2010,BAL,BAL,BAL,Baltimore Orioles
2010,BOS,BOS,BOS,Boston Red Sox
2010,CHA,CHW,CHA,Chicago White Sox
2010,CHN,CHC,CHN,Chicago Cubs
2010,CIN,CIN,CIN,Cincinnati Reds
2010,CLE,CLE,CLE,Cleveland Indians
2010,COL,COL,COL,Colorado Rockies
2010,DET,DET,DET,Detroit Tigers
2010,FLO,FLA,FLO,Florida Marlins
2010,HOU,HOU,HOU,Houston Astros
2010,KCA,KCR,KCA,Kansas City Royals
2010,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2010,LAN,LAD,LAN,Los Angeles Dodgers
2010,MIL,MIL,MIL,Milwaukee Brewers
2010,MIN,MIN,MIN,Minnesota Twins
2010,NYA,NYY,NYA,New York Yankees
2010,NYN,NYM,NYN,New York Mets
2010,OAK,OAK,OAK,Oakland Athletics
2010,PHI,PHI,PHI,Philadelphia Phillies
2010,PIT,PIT,PIT,Pittsburgh Pirates
2010,SDN,SDP,SDN,San Diego Padres
2010,SEA,SEA,SEA,Seattle Mariners
2010,SFN,SFG,SFN,San Francisco Giants
2010,SLN,STL,SLN,St. Louis Cardinals
2010,TBA,TBR,TBA,Tampa Bay Rays
2010,TEX,TEX,TEX,Texas Rangers
2010,TOR,TOR,TOR,Toronto Blue Jays
2010,WAS,WSN,WAS,Washington Nationals
2011,ARI,ARI,ARI,Arizona Diamondbacks
2011,ATL,ATL,ATL,Atlanta Braves
2011,BAL,BAL,BAL,Baltimore Orioles
2011,BOS,BOS,BOS,Boston Red Sox
2011,CHA,CHW,CHA,Chicago White Sox
2011,CHN,CHC,CHN,Chicago Cubs
2011,CIN,CIN,CIN,Cincinnati Reds
2011,CLE,CLE,CLE,Cleveland Indians
2011,COL,COL,COL,Colorado Rockies
2011,DET,DET,DET,Detroit Tigers
2011,FLO,FLA,FLO,Florida Marlins
2011,HOU,HOU,HOU,Houston Astros
2011,KCA,KCR,KCA,Kansas City Royals
2011,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2011,LAN,LAD,LAN,Los Angeles Dodgers
2011,MIL,MIL,MIL,Milwaukee Brewers
2011,MIN,MIN,MIN,Minnesota Twins
2011,NYA,NYY,NYA,New York Yankees
2011,NYN,NYM,NYN,New York Mets
2011,OAK,OAK,OAK,Oakland Athletics
2011,PHI,PHI,PHI,Philadelphia Phillies
2011,PIT,PIT,PIT,Pittsburgh Pirates
2011,SDN,SDP,SDN,San Diego Padres
2011,SEA,SEA,SEA,Seattle Mariners
2011,SFN,SFG,SFN,San Francisco Giants
2011,SLN,STL,SLN,St. Louis Cardinals
2011,TBA,TBR,TBA,Tampa Bay Rays
2011,TEX,TEX,TEX,Texas Rangers
2011,TOR,TOR,TOR,Toronto Blue Jays
2011,WAS,WSN,WAS,Washington Nationals
2012,ARI,ARI,ARI,Arizona Diamondbacks
2012,ATL,ATL,ATL,Atlanta Braves
2012,BAL,BAL,BAL,Baltimore Orioles
2012,BOS,BOS,BOS,Boston Red Sox
2012,CHA,CHW,CHA,Chicago White Sox
2012,CHN,CHC,CHN,Chicago Cubs
2012,CIN,CIN,CIN,Cincinnati Reds
2012,CLE,CLE,CLE,Cleveland Indians
2012,COL,COL,COL,Colorado Rockies
2012,DET,DET,DET,Detroit Tigers
2012,HOU,HOU,HOU,Houston Astros
2012,KCA,KCR,KCA,Kansas City Royals
2012,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2012,LAN,LAD,LAN,Los Angeles Dodgers
2012,MIA,MIA,MIA,Miami Marlins
2012,MIL,MIL,MIL,Milwaukee Brewers
2012,MIN,MIN,MIN,Minnesota Twins
2012,NYA,NYY,NYA,New York Yankees
2012,NYN,NYM,NYN,New York Mets
2012,OAK,OAK,OAK,Oakland Athletics
2012,PHI,PHI,PHI,Philadelphia Phillies
2012,PIT,PIT,PIT,Pittsburgh Pirates
2012,SDN,SDP,SDN,San Diego Padres
2012,SEA,SEA,SEA,Seattle Mariners
2012,SFN,SFG,SFN,San Francisco Giants
2012,SLN,STL,SLN,St. Louis Cardinals
2012,TBA,TBR,TBA,Tampa Bay Rays
2012,TEX,TEX,TEX,Texas Rangers
2012,TOR,TOR,TOR,Toronto Blue Jays
2012,WAS,WSN,WAS,Washington Nationals
2013,ARI,ARI,ARI,Arizona Diamondbacks
2013,ATL,ATL,ATL,Atlanta Braves
2013,BAL,BAL,BAL,Baltimore Orioles
2013,BOS,BOS,BOS,Boston Red Sox
2013,CHA,CHW,CHA,Chicago White Sox
2013,CHN,CHC,CHN,Chicago Cubs
2013,CIN,CIN,CIN,Cincinnati Reds
2013,CLE,CLE,CLE,Cleveland Indians
2013,COL,COL,COL,Colorado Rockies
2013,DET,DET,DET,Detroit Tigers
2013,HOU,HOU,HOU,Houston Astros
2013,KCA,KCR,KCA,Kansas City Royals
2013,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2013,LAN,LAD,LAN,Los Angeles Dodgers
2013,MIA,MIA,MIA,Miami Marlins
2013,MIL,MIL,MIL,Milwaukee Brewers
2013,MIN,MIN,MIN,Minnesota Twins
2013,NYA,NYY,NYA,New York Yankees
2013,NYN,NYM,NYN,New York Mets
2013,OAK,OAK,OAK,Oakland Athletics
2013,PHI,PHI,PHI,Philadelphia Phillies
2013,PIT,PIT,PIT,Pittsburgh Pirates
2013,SDN,SDP,SDN,San Diego Padres
2013,SEA,SEA,SEA,Seattle Mariners
2013,SFN,SFG,SFN,San Francisco Giants
2013,SLN,STL,SLN,St. Louis Cardinals
2013,TBA,TBR,TBA,Tampa Bay Rays
2013,TEX,TEX,TEX,Texas Rangers
2013,TOR,TOR,TOR,Toronto Blue Jays
2013,WAS,WSN,WAS,Washington Nationals
2014,ARI,ARI,ARI,Arizona Diamondbacks
2014,ATL,ATL,ATL,Atlanta Braves
2014,BAL,BAL,BAL,Baltimore Orioles
2014,BOS,BOS,BOS,Boston Red Sox
2014,CHA,CHW,CHA,Chicago White Sox
2014,CHN,CHC,CHN,Chicago Cubs
2014,CIN,CIN,CIN,Cincinnati Reds
2014,CLE,CLE,CLE,Cleveland Indians
2014,COL,COL,COL,Colorado Rockies
2014,DET,DET,DET,Detroit Tigers
2014,HOU,HOU,HOU,Houston Astros
2014,KCA,KCR,KCA,Kansas City Royals
2014,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2014,LAN,LAD,LAN,Los Angeles Dodgers
2014,MIA,MIA,MIA,Miami Marlins
2014,MIL,MIL,MIL,Milwaukee Brewers
2014,MIN,MIN,MIN,Minnesota Twins
2014,NYA,NYY,NYA,New York Yankees
2014,NYN,NYM,NYN,New York Mets
2014,OAK,OAK,OAK,Oakland Athletics
2014,PHI,PHI,PHI,Philadelphia Phillies
2014,PIT,PIT,PIT,Pittsburgh Pirates
2014,SDN,SDP,SDN,San Diego Padres
2014,SEA,SEA,SEA,Seattle Mariners
2014,SFN,SFG,SFN,San Francisco Giants
2014,SLN,STL,SLN,St. Louis Cardinals
2014,TBA,TBR,TBA,Tampa Bay Rays
2014,TEX,TEX,TEX,Texas Rangers
2014,TOR,TOR,TOR,Toronto Blue Jays
2014,WAS,WSN,WAS,Washington Nationals
2015,ARI,ARI,ARI,Arizona Diamondbacks
2015,ATL,ATL,ATL,Atlanta Braves
2015,BAL,BAL,BAL,Baltimore Orioles
2015,BOS,BOS,BOS,Boston Red Sox
2015,CHA,CHW,CHA,Chicago White Sox
2015,CHN,CHC,CHN,Chicago Cubs
2015,CIN,CIN,CIN,Cincinnati Reds
2015,CLE,CLE,CLE,Cleveland Indians
2015,COL,COL,COL,Colorado Rockies
2015,DET,DET,DET,Detroit Tigers
2015,HOU,HOU,HOU,Houston Astros
2015,KCA,KCR,KCA,Kansas City Royals
2015,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2015,LAN,LAD,LAN,Los Angeles Dodgers
2015,MIA,MIA,MIA,Miami Marlins
2015,MIL,MIL,MIL,Milwaukee Brewers
2015,MIN,MIN,MIN,Minnesota Twins
2015,NYA,NYY,NYA,New York Yankees
2015,NYN,NYM,NYN,New York Mets
2015,OAK,OAK,OAK,Oakland Athletics
2015,PHI,PHI,PHI,Philadelphia Phillies
2015,PIT,PIT,PIT,Pittsburgh Pirates
2015,SDN,SDP,SDN,San Diego Padres
2015,SEA,SEA,SEA,Seattle Mariners
2015,SFN,SFG,SFN,San Francisco Giants
2015,SLN,STL,SLN,St. Louis Cardinals
2015,TBA,TBR,TBA,Tampa Bay Rays
2015,TEX,TEX,TEX,Texas Rangers
2015,TOR,TOR,TOR,Toronto Blue Jays
2015,WAS,WSN,WAS,Washington Nationals
2016,ARI,ARI,ARI,Arizona Diamondbacks
2016,ATL,ATL,ATL,Atlanta Braves
2016,BAL,BAL,BAL,Baltimore Orioles
2016,BOS,BOS,BOS,Boston Red Sox
2016,CHA,CHW,CHA,Chicago White Sox
2016,CHN,CHC,CHN,Chicago Cubs
2016,CIN,CIN,CIN,Cincinnati Reds
2016,CLE,CLE,CLE,Cleveland Indians
2016,COL,COL,COL,Colorado Rockies
2016,DET,DET,DET,Detroit Tigers
2016,HOU,HOU,HOU,Houston Astros
2016,KCA,KCR,KCA,Kansas City Royals
2016,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2016,LAN,LAD,LAN,Los Angeles Dodgers
2016,MIA,MIA,MIA,Miami Marlins
2016,MIL,MIL,MIL,Milwaukee Brewers
2016,MIN,MIN,MIN,Minnesota Twins
2016,NYA,NYY,NYA,New York Yankees
2016,NYN,NYM,NYN,New York Mets
2016,OAK,OAK,OAK,Oakland Athletics
2016,PHI,PHI,PHI,Philadelphia Phillies
2016,PIT,PIT,PIT,Pittsburgh Pirates
2016,SDN,SDP,SDN,San Diego Padres
2016,SEA,SEA,SEA,Seattle Mariners
2016,SFN,SFG,SFN,San Francisco Giants
2016,SLN,STL,SLN,St. Louis Cardinals
2016,TBA,TBR,TBA,Tampa Bay Rays
2016,TEX,TEX,TEX,Texas Rangers
2016,TOR,TOR,TOR,Toronto Blue Jays
2016,WAS,WSN,WAS,Washington Nationals
2017,ARI,ARI,ARI,Arizona Diamondbacks
2017,ATL,ATL,ATL,Atlanta Braves
2017,BAL,BAL,BAL,Baltimore Orioles
2017,BOS,BOS,BOS,Boston Red Sox
2017,CHA,CHW,CHA,Chicago White Sox
2017,CHN,CHC,CHN,Chicago Cubs
2017,CIN,CIN,CIN,Cincinnati Reds
2017,CLE,CLE,CLE,Cleveland Indians
2017,COL,COL,COL,Colorado Rockies
2017,DET,DET,DET,Detroit Tigers
2017,HOU,HOU,HOU,Houston Astros
2017,KCA,KCR,KCA,Kansas City Royals
2017,LAA,LAA,ANA,Los Angeles Angels of Anaheim
2017,LAN,LAD,LAN,Los Angeles Dodgers
2017,MIA,MIA,MIA,Miami Marlins
2017,MIL,MIL,MIL,Milwaukee Brewers
2017,MIN,MIN,MIN,Minnesota Twins
2017,NYA,NYY,NYA,New York Yankees
2017,NYN,NYM,NYN,New York Mets
